numero,nombre_cientifico,nombre_comun,rango,cantidad_observaciones,enlaces_observaciones
39,Sporophila torqueola,White-collared Seedeater,species,37,"325746583, 320212012, 319999640, 319284269, 319208551, 319047863, 318709378, 317036159, 314879725, 310693173, 310693170, 310693166, 306539484, 304373256, 303860073, 303023845, 300012024, 300011941, 298321752, 297093012, 296024139, 295908604, 295813921, 294515351, 293473514, 292909936, 290514265, 290514252, 290514146, 286205902, 281542856, 276410511, 276401801, 272689519, 271279786, 270869905, 270441961"
40,Cathartes aura,"Aura gallipavo, Turkey Vulture, Avvoltoio tacchino, Kalkungrib, Kalkunkondor, Roodkopgier, Truthahngeier, Urubu à tête rouge, kalkkunakondori, kalkongam, kalkunkondor, kondor krocanovitý, kondor morkovitý, paprastasis kalakutinis grifas, pulykakeselyű, sępnik różowogłowy, tītaru grifs, urubu-de-cabeça-vermelha, zopilot cap-roig, Гриф-индейка, ヒメコンドル, 紅頭美洲鷲, 红头美洲鹫",species,36,"328101107, 327544602, 327156538, 326350178, 325559712, 324624749, 324116613, 322805313, 319634698, 319426550, 319295711, 318946919, 318475453, 309581742, 292991844, 290733823, 290733791, 289400623, 289066265, 287750092, 284972504, 284972503, 284972497, 284972494, 284972492, 284972484, 284972481, 284440058, 284440057, 282816657, 282814362, 280135685, 280135674, 271311770, 271311765, 271311754"
41,Boa sigma,Mexican West Coast Boa Constrictor,species,35,"327802501, 327186619, 326240950, 325521876, 324408221, 323095889, 320984080, 318519079, 318497131, 315813022, 314917592, 310636116, 304372078, 303348975, 301145135, 300551168, 300337246, 298280183, 296185768, 296182093, 296131386, 296131384, 292991854, 289406441, 289367877, 289367354, 289296517, 284615852, 282946277, 279971057, 278799802, 270934900, 269829727, 269536029, 269174255"
42,Myiozetetes similis,Social Flycatcher,species,34,"327021228, 323504458, 322669374, 319505276, 319505255, 319034015, 318946872, 318709385, 318554380, 318414321, 308582880, 303751703, 300013228, 295215749, 291056390, 289122983, 288595509, 287746857, 287492115, 281542891, 280212015, 276407199, 272756330, 272756321, 272570888, 272570865, 272570255, 272570245, 272570240, 272299355, 271966203, 271263597, 271263591, 270664770"
43,Grapsus grapsus,No disponible,species,33,"327390183, 325969729, 324975680, 324975675, 323502983, 323502979, 323502978, 323502977, 322073654, 319258223, 319086295, 317905783, 317905764, 317905759, 316216558, 312847667, 310208275, 294988927, 286967651, 284007795, 283033908, 281370725, 278579668, 278579545, 278564396, 278559581, 278523120, 278508605, 278154361, 277472330, 276453138, 276403286, 272250718"
44,Hartnollius quadratus,No disponible,species,33,"327197871, 320668485, 318028285, 317460515, 315632419, 314702985, 310273795, 310273790, 305462598, 304625661, 304499615, 304397976, 304391207, 303914006, 301108667, 301076662, 300464502, 300426015, 300026552, 299756202, 299570842, 299549949, 299225978, 298857072, 296896948, 295293591, 291057227, 290514982, 289876422, 289313741, 284454803, 278519307, 269525785"
45,Eudocimus albus,White Ibis / American White Ibis,species,33,"325949845, 323492868, 318629741, 318474288, 314016289, 312345808, 307761521, 302791926, 302698153, 302694737, 298295491, 295140717, 294396602, 290696177, 290521884, 287492111, 284311610, 281183648, 280546630, 280538985, 280362831, 280211472, 277856196, 276436077, 276163886, 274422663, 271485388, 271474889, 271370599, 271302797, 271302181, 271040343, 269407270"
46,Cosmos sulphureus,No disponible,species,33,"324248982, 324247224, 323113946, 322986577, 322822903, 321843983, 320203406, 320202374, 319821146, 319386459, 319386177, 319293793, 319286872, 319286277, 319250345, 319245933, 319079526, 319070177, 319053037, 318769292, 318676947, 318639330, 318555134, 318551889, 318533309, 318445368, 318346164, 318266965, 314485511, 309348135, 305793333, 301409481, 292750324"
47,Nasua narica,No disponible,species,32,"328127373, 326760086, 325897045, 324754406, 323725722, 322790657, 320535318, 320535206, 318080936, 318078799, 318058290, 317432446, 314703094, 298810340, 295038265, 294396642, 293741758, 291228649, 290272529, 287778647, 284887736, 284406818, 281055093, 278499427, 277850007, 272281134, 272019565, 270959747, 270930646, 269729929, 269515109, 268858557"
48,Amazona oratrix tresmariae,Yellow-headed Parrot (Tres Marias Is.),subspecies,32,"327806251, 327670774, 327623205, 319186455, 313230863, 311562468, 300733573, 300210742, 299918359, 299918314, 299918290, 299918282, 299918225, 299895921, 298548959, 298548176, 298548173, 297994784, 297784748, 296901756, 296621551, 296176455, 289406943, 289404036, 286637878, 284620600, 284620284, 284618707, 284617824, 283543778, 273272140, 269492025"
49,Tringa semipalmata,"Playero aliblanco, Willet, Chevalier semipalmé, Piro piro semipalmato, Schlammtreter, Willet, Willetsnipe, błotowiec, didžiasnapis tilvikas, dižā tilbe, gamba alanegra, kalužiak bahenný, lármás cankó, maçarico-de-asa-branca, preeriaviklo, suurtilder, vilet, vodouš břehoušovitý, willet, Перепончатопалый улит, ハジロオオシギ, 半蹼白翅鷸, 斑翅鹬",species,32,"327723548, 326821589, 326491941, 321990828, 320568475, 320506398, 319257186, 319257131, 318481157, 318410847, 318029033, 317806143, 316799967, 315167889, 310698314, 309583050, 309033386, 305242746, 297613265, 296016719, 291250440, 282748701, 272303463, 272011760, 271372427, 271330799, 270924379, 270663577, 269882850, 269814739, 269699344, 269613645"
50,Cecropterus dorantes dorantes,No disponible,subspecies,31,"326963753, 326808552, 326808504, 324248961, 324115738, 323964913, 320746253, 319646039, 319387573, 319300224, 319257973, 318827407, 318786444, 318533333, 318465861, 313562400, 309118498, 307073390, 306270371, 305314548, 302977926, 302031122, 298766896, 297733588, 296369250, 296085909, 294657043, 294515217, 294358079, 288308951, 288306785"
51,Hirundo rustica,Barn Swallow,species,31,"325519549, 319287440, 315518137, 315321897, 314879732, 313230879, 313230876, 312396061, 310693167, 309044921, 307884300, 307883239, 307178980, 303860084, 303860074, 296399825, 296373065, 295905695, 294945725, 294766813, 293530625, 290514192, 290514141, 285220292, 280772247, 280135667, 278523096, 277856268, 272756328, 272570700, 271901115"
52,Diphthera festiva,No disponible,species,30,"328074519, 326049880, 323770305, 321537742, 321307971, 320058604, 319795888, 319494891, 319270397, 318898084, 318831512, 318328179, 316788679, 310285381, 309832933, 308116927, 308010747, 307756249, 307442137, 304236577, 303672031, 302958502, 302530791, 301073281, 299205484, 297962767, 296184523, 296153054, 293415192, 291688573"
53,Nannopterum brasilianum,No disponible,species,30,"324408984, 323512160, 318709312, 315321910, 314006716, 310693207, 309418327, 309416089, 306658487, 306539362, 305424291, 299277288, 298987170, 298291669, 297773319, 296037517, 296037286, 293255936, 289590872, 286207223, 281875121, 280547497, 272756314, 272756298, 272570655, 272491073, 272069364, 271330775, 270664809, 268927775"
54,Eurema daira,No disponible,species,30,"324243235, 319505257, 319296974, 319053083, 318827434, 318786433, 315719168, 315597921, 315180843, 314466014, 313562410, 310381244, 309827270, 309341074, 309079075, 308830510, 304075274, 303904336, 302977918, 302977916, 302496198, 299364950, 297230461, 297230455, 287744708, 281865062, 279657931, 273645642, 272621118, 270664748"
55,Caesalpinia pulcherrima,No disponible,species,29,"327576639, 322073647, 320001265, 318767777, 318764771, 318709290, 317432385, 315684816, 315668679, 315597889, 315333950, 315160577, 314929982, 314896608, 314896525, 313178047, 307516244, 305789832, 305786539, 305786461, 305786421, 305768491, 302000743, 296683108, 294103203, 286074868, 276416259, 272293257, 270515764"
56,Saltator grandis,No disponible,species,29,"327355009, 319615324, 319032353, 318554408, 315517202, 314879743, 314879726, 313976984, 313973659, 312964345, 310693201, 303860085, 301652569, 298550910, 296949008, 295908912, 295217859, 290796979, 290514291, 290514163, 288499136, 287746876, 281828346, 276867934, 274422623, 273653707, 272756337, 271254456, 269697648"
57,Pyrocephalus rubinus,No disponible,species,28,"326350186, 326204678, 326106616, 325782044, 324056162, 322498833, 319505270, 319505260, 319426601, 319044955, 318771604, 318771595, 318503420, 317805655, 315451845, 297230460, 296037365, 290733808, 290733785, 290733767, 290733688, 290514269, 290514200, 289398114, 272274183, 271782785, 271295456, 268779358"
58,Microtia elvira,No disponible,species,28,"324549792, 321968619, 321070207, 319053047, 318322889, 315944288, 315719206, 315676813, 315597944, 315597890, 315332771, 314929003, 313562412, 310285027, 309982204, 309982179, 308010748, 305572015, 304152408, 302977889, 301675031, 301343126, 300820590, 299537109, 296425226, 296027555, 293020270, 292956604"
59,Ascia monuste monuste,No disponible,subspecies,28,"322494706, 313562404, 310292079, 309769906, 309562796, 309122242, 306514987, 306432290, 305636417, 302977911, 302727978, 302496213, 301061619, 300044870, 298762262, 297733879, 296816197, 296675094, 296567178, 296153675, 295826900, 295147085, 294991982, 293226254, 291015717, 288306757, 286765568, 281210029"
60,Rhinella horribilis,No disponible,species,28,"321175248, 320984802, 320927315, 319488102, 319306089, 319250074, 318659021, 318539046, 309981607, 307680837, 306911623, 306438659, 306438637, 305447988, 300616292, 300616223, 299424413, 296513616, 295591890, 295591734, 294630700, 292694414, 292165279, 285643990, 282533231, 281869485, 271047732, 268630984"
61,Heliconius charithonia vazquezae,No disponible,subspecies,27,"321495451, 319713438, 319297198, 319075953, 319064315, 319000676, 318805378, 318803728, 318803722, 318761816, 318533277, 315944270, 315670260, 314937353, 314930389, 313562403, 305867923, 305654555, 305636448, 305636393, 302656575, 299340152, 298042021, 292989003, 287211718, 278590590, 277067872"
62,Siproeta stelenes biplagiata,No disponible,subspecies,26,"327544520, 325741472, 322494149, 319426607, 319254984, 319048973, 318669125, 318551835, 318533312, 318533282, 318327578, 316523631, 315155942, 314435837, 313562405, 311926669, 310208279, 309982143, 308358915, 304608893, 303619740, 300777780, 299524349, 298562253, 288306760, 281513461"
63,Anhinga anhinga,No disponible,species,26,"326326422, 326139262, 326055243, 324975706, 319227489, 319037635, 318551860, 315449716, 303751716, 303023841, 298042042, 297794677, 294396636, 293909979, 290514281, 290514260, 288447007, 287492094, 281973740, 281891526, 280771423, 277545624, 272488715, 272235813, 271452682, 269308137"
64,Agalychnis dacnicolor,No disponible,species,26,"326217096, 324619824, 324409041, 321500943, 321332630, 319298611, 318329807, 317129144, 316444334, 312885694, 304843802, 301417414, 300603921, 300339819, 294630697, 292282164, 290283866, 288908181, 288555483, 288194563, 285775699, 281651904, 280420197, 279444088, 270185306, 269816610"
65,Trachemys ornata,Ornate slider,species,26,"326095699, 325422184, 321437068, 320983716, 320247576, 318709364, 318669133, 314585480, 310693199, 309847898, 309277050, 309277030, 306606815, 305624872, 303751769, 298935912, 294773012, 290954372, 287213207, 285842311, 282938332, 280970447, 279751887, 272756356, 269363096, 268649581"
66,Dione vanillae incarnata,No disponible,subspecies,25,"315735804, 310292069, 309751781, 307176666, 306514830, 306373618, 305636442, 304655871, 304056882, 303217151, 301951619, 298562747, 298472832, 297713050, 297486797, 297485551, 294512602, 294498871, 293020274, 292167190, 290275259, 289653781, 289337242, 284898464, 272725733"
67,Centruroides elegans,No disponible,species,24,"326757432, 325954010, 325905518, 324407886, 320663746, 318330537, 316862311, 316746685, 311767663, 311625877, 309358768, 306306634, 301808795, 301525930, 298178581, 296313870, 293300654, 288446593, 288307995, 288307468, 279111607, 278821910, 277077981, 272798980"
68,Atta mexicana,No disponible,species,24,"321312230, 320292025, 320291996, 320291993, 310273767, 300503008, 297163388, 296185666, 296171494, 296031718, 295501695, 292124630, 291581439, 291575487, 290654199, 290311978, 290152754, 287746864, 280882615, 280711830, 280308377, 280308369, 274422571, 271713633"
69,Zenaida asiatica,white-winged dove,species,24,"319204431, 315719184, 313230870, 303751758, 300013231, 298273950, 298270997, 298067287, 297784750, 293187571, 290797259, 290771177, 289401446, 277705442, 277566285, 276441943, 272756332, 272626590, 272626407, 272625741, 272624664, 272570897, 272570202, 271040346"
70,Masticophis mentovarius,Neotropical whip snake,species,23,"327802453, 327802205, 327802007, 325227990, 320984042, 319603750, 318973605, 304301159, 301735532, 298279927, 294953471, 294753182, 294605145, 292991867, 291953118, 289966942, 289403239, 289250987, 289066279, 289066273, 285781267, 281301034, 272894522"
71,Erythrodiplax funerea,No disponible,species,23,"324248977, 320678874, 319842789, 319588761, 319505317, 319268275, 317479147, 315719162, 314497918, 311553101, 306848237, 303658510, 301911082, 301702497, 294498756, 293974304, 293203470, 292991833, 292946059, 292783427, 290486183, 289887413, 288307350"
72,Buteo plagiatus,No disponible,species,23,"323725851, 309273746, 297230458, 293503864, 293460067, 293059337, 292991839, 290733829, 290733743, 290733648, 286063260, 285843229, 284972477, 284440063, 281866249, 280208814, 278292103, 272775025, 272380808, 271626090, 271263622, 269694830, 269507213"
73,Argiope aurantia,No disponible,species,23,"321501172, 320238340, 319505273, 319181686, 319032951, 319025524, 318788476, 318752314, 318533270, 317107319, 315597960, 315336160, 315160590, 315123091, 315096042, 315043392, 312726386, 310573707, 307422237, 305582974, 302486485, 301298501, 299648463"
74,Trogon ambiguus,Coppery-tailed Trogon,species,23,"320771938, 309982155, 308348701, 306824814, 304600165, 302413406, 299758865, 297774329, 296621428, 295500762, 295297505, 293059329, 291270322, 286208005, 286063464, 282710731, 280676990, 273282351, 271694426, 271307712, 271138829, 269838118, 269492016"
75,Diodon holocanthus,No disponible,species,22,"328014860, 327189620, 326838451, 326635921, 325062473, 322394309, 321331348, 321331282, 318872525, 312388631, 309529799, 307131439, 298692030, 281379012, 281162795, 278154807, 278154600, 278031954, 278031928, 275188634, 270937544, 270937542"
76,Megaptera novaeangliae,No disponible,species,22,"327782235, 327782229, 327782228, 327782227, 319449455, 314292799, 310208293, 310208280, 307795596, 304614202, 300547811, 286637535, 285842934, 275339045, 271906141, 271630266, 271630262, 271630261, 271630260, 271622902, 271622900, 270931849"
77,Cardinalis cardinalis mariae,No disponible,subspecies,22,"327624062, 327017029, 326477005, 326214191, 326194521, 325228003, 313230865, 313230852, 299918212, 298273863, 298272356, 298272177, 298270754, 296184251, 296176645, 290547908, 290547854, 290547773, 289066238, 282812930, 269952549, 269492032"
78,Morpho polyphemus polyphemus,No disponible,subspecies,22,"327576675, 325741476, 320981521, 319505311, 319387863, 319251133, 319251046, 319189224, 319053066, 319033364, 318551842, 318533334, 318479969, 296895717, 296889993, 296027522, 295293593, 295238736, 293040443, 292918543, 288399094, 288140978"
